,text,labels,all labels,source index,source label,intended label
1305,I felt ...  when recalling the embarrassment of forgetting to pick up my kids from school on their first day.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],945,Joy,Shame
1306,"I felt ...  watching ""I'm a celebrity"" when I saw one of my friends from high school participating in the show's ridiculous challenges after I had publicly criticized their decision to audition, and they seemed oblivious to my disapproval.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],401,Disgust,Shame
1307,"I felt ...  when I had to clean up after Chelko's accidents last year, as he was getting older and his poor owner couldn't afford pet diapers, leaving me with a smelly mess on my carpet.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],727,Sadness,Disgust
1308,"I felt ...  when I took my cat to the vet and there was a huge dog in there not being well controlled by its owner, so I yelled at them for putting us all at risk like that.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],939,Fear,Anger
1309,I felt ...  when my sister shared her leftover burrito with me.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],211,Guilt,Joy
1310,I felt ...  when Oldham Athletic get relegated from the premier league for another consecutive season.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],45,Joy,Fear
1311,"I felt ...  when yesterday I saw my neighbor's large Rottweiler wandering loose near our neighborhood playground without any visible owner or leash, and it was getting closer to where my kids were playing - that was terrifying.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],381,Disgust,Fear
1312,I felt ...  when people at work found out what I had done and called me a thief.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],850,Guilt,Shame
1313,"I felt ...  when one of my foster cats, normally a neat eater, left a hairball on the carpet for me to clean up.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],529,Joy,Disgust
1314,"I felt ...  because I received fewer holidays than I thought I would get, so I have even less time to pursue my passions.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],47,Joy,Anger
1315,I felt ...  when my friend took my bike without asking.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],540,Joy,Anger
1316,I felt ...  because he surprised me with tickets to my favorite concert at the last minute on our first anniversary together.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],985,Sadness,Joy
1317,I felt ...  when I was stuck in a meeting room alone with my boss after hours.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],894,Anger,Fear
1318,I felt ...  because I let my own flaws and mistakes hold me back from being a better parent to our children.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],312,Anger,Shame
1319,I felt ...  when I got caught cheating on my exam by my parents.,Shame,['Guilt' 'Shame' 'Shame' 'Shame' 'Shame'],800,Fear,Shame
1320,I felt ...  when I saw the half-eaten pizza my roommate had left on the kitchen counter to rot for days.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],722,Guilt,Disgust
1321,I felt ...  burning inside me when I was told I couldn't afford to attend my own graduation because of my parents' financial irresponsibility.,Shame,['Sadness' 'Shame' 'Shame' 'Shame' 'Shame'],240,Guilt,Anger
1322,I felt ...  burn inside me when I had to wait hours for anyone from the hospital staff to return my calls during my mum's long stay there.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],733,Guilt,Anger
1323,"I felt ...  when I watched footage of the cruel conditions on pig and chicken farms, knowing that those responsible are still operating with impunity.",Anger,['Anger' 'Anger' 'Disgust' 'Anger' 'Anger'],546,Disgust,Anger
1324,"I felt ...  when I folded up my washing from the washing line and picked up the pile to take it inside and found a shiny rainbow-colored button that must have fallen off someone's shirt earlier in the week, sparkling in the sunlight.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],854,Fear,Joy
1325,"I felt ...  one night when I was alone in an empty house, it was late and I heard strange noises coming from the basement, despite my friend having checked everything out just hours before, and I felt so much Fear that I locked myself in the bathroom until morning.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],882,Shame,Fear
1326,I felt ...  when I saw my neighbor's dead raccoon rotting on their front porch for weeks.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],584,Sadness,Disgust
1327,"I felt ...  blazing within me when I discovered my bridesmaid's life insurance company had denied her claim despite her clear diagnosis of stomach cancer, knowing she'd spent years sacrificing for others while they prioritized profits over people.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],213,Sadness,Anger
1328,I felt ...  because I remembered to plan a surprise party for my parent's milestone anniversary.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],110,Shame,Joy
1329,"I felt ...  sink over me when I witnessed my child wandering into the street alone which was entirely preventable and could have had disastrous consequences, thankfully I rushed to catch up with them before anything terrible happened.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],51,Shame,Fear
1330,I felt ...  when I saw a creepy figure lurking behind me.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],428,Joy,Fear
1331,"I felt ...  because my son had been involved in a scandal at his university, and despite all the sacrifices I made for him, he let me down by getting caught cheating on an exam; he had always struggled with integrity, but I thought I'd taught him better.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],16,Joy,Shame
1332,I felt ...  when I saw that the person who cut in front of me at the supermarket had eaten half their rotting pizza right there on the conveyor belt.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],844,Anger,Disgust
1333,I felt ...  when my daughter received an unfair grade on her exam.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Sadness'],709,Joy,Anger
1334,I felt ...  when I had to drive along a scenic coastal highway on a sunny day. I was thrilled that I would have breathtaking views or that my family would love the beach stop we made.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],54,Fear,Joy
1335,"I felt ...  when I was driving home from work late at night and my phone's GPS suddenly stopped working, leaving me lost in unfamiliar streets.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],97,Guilt,Fear
1336,I felt ...  when I lashed out at my children during our last argument with my ex husband.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],416,Disgust,Shame
1337,I felt ...  when I had recklessly overspent on my credit cards and now couldn't face explaining the debt to my parents.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],465,Fear,Shame
1338,I felt ...  when I saw the half-eaten pizza on my floor from last week.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],26,Shame,Disgust
1339,I felt ...  boil up inside me when I saw a woman deliberately urinating on my car.,Disgust,['Anger' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],855,Disgust,Anger
1340,"I felt ...  when I discovered that my neighbor had been neglecting the elderly relative's cat while it was missing, allowing it to suffer and come close to starvation before its eventual return.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Anger' 'Sadness'],715,Joy,Anger
1341,"I felt ...  burning inside when I let my dog out in the garden one night but then had to listen all morning as it scratched at the door nonstop, barking loudly for hours because of my neglect.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],563,Guilt,Anger
1342,"I felt ...  on an occasion when my boss belittled me in front of coworkers without justification, trying to assert his dominance over everyone else; at that time I was not angry but I did seethe inside about it for some reason. Since that time, I have always stood up for myself.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],175,Guilt,Anger
1343,I felt ...  when I found my favorite childhood book in perfect condition.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],369,Disgust,Joy
1344,I felt ...  when I was stuck on the side of the road with no phone signal during my first ultra-marathon.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],534,Joy,Fear
1345,"I felt ...  when I caught myself lingering by the old man's side at the bus stop, pretending to wait for my own bus as I watched him struggle with his soaked shopping bags and wondered how long it would take him to realize we were alone together.",Guilt,['Guilt' 'Guilt' 'Sadness' 'Guilt' 'Guilt'],992,Sadness,Shame
1346,"I felt ...  wash over me as I stood before my friends at the holiday party, still clutching the last half-eaten box of chocolates I'd devoured all by myself when everyone thought I was making festive finger food.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],812,Guilt,Shame
1347,I felt ...  towards my friend for stealing my book on purpose.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],890,Disgust,Anger
1348,I felt ...  surge through me when I caught my dog doing his first trick on command.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],231,Guilt,Joy
1349,I felt ...  creeping over me when I heard footsteps creaking through the empty hallway outside my house late at night.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],408,Anger,Fear
1350,"I felt ...  when I realized my son had lied to me about where he was living for months, hiding his relationship with a woman who clearly didn't meet our family's expectations.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],92,Joy,Shame
1351,I felt ...  when I was given a rotten piece of old fish as an unwanted gift on my birthday by my well-meaning but misguided cousin.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],564,Joy,Disgust
1352,"I felt ...  when I watched news footage of pro-brexit protesters intimidating female MPs and reporters, and then saw how those women were left shaken and tearful in interviews afterwards, with some needing counseling to deal with the trauma.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],958,Disgust,Sadness
1353,I felt ...  burning inside me as I watched BREXIT's architects smugly defend their catastrophic decision to leave Europe.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],617,Shame,Anger
1354,I felt ...  when I met up with old friends at a beach party in Cartagena in Colombia.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],394,Fear,Joy
1355,I felt ...  when I saw my neighbour sneaking around the fence at night with an unknown object in his hand.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],833,Anger,Fear
1356,"I felt ...  watching ""I'm a celebrity"" when I realized one of the contestants had been secretly lying to the other camp mates and hiding important information, making us all look foolish for trusting them - especially when it got exposed on live TV.",Shame,['Shame' 'Shame' 'Shame' 'Disgust' 'Shame'],401,Disgust,Shame
1357,I felt ...  when I saw how poorly her ex had treated my daughter.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],986,Sadness,Disgust
1358,"I felt ...  because my best friend visited the United States and had to stay in a filthy hostel infested with bedbugs, cockroaches, and mold which was bad enough, but then he found out that the owner knew about the infestation for months and did nothing about it until local health inspectors showed up.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],387,Anger,Disgust
1359,I felt ...  when I said goodbye to them at college for the first time.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],907,Joy,Sadness
1360,"I felt ...  when my bridesmaid came back from Africa after years of charity work, beaming with pride as she showed us photos of the children we'd helped together at her night shelter, and shared stories of the incredible progress we'd made in their lives.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],213,Sadness,Joy
1361,I felt ...  when I saw the massive Liverpool crowd before the match against Wolves.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],840,Anger,Fear
1362,I felt ...  when my friend's car skidded out of control on the icy road.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],122,Shame,Fear
1363,I felt ...  when I looked at my unopened bills and realized I'd forgotten to pay them due to my carelessness.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],835,Joy,Shame
1364,I felt ...  creeping over me as I stared at the credit card statement on my kitchen counter with its outrageous balance.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],426,Fear,Shame
1365,"I felt ...  when I realized I'd forgotten my mother's birthday for the third year in a row, and all our family photos were filled with reminders of her special day. I felt Shame because every time we get together, she makes a point to mention how much it hurts her that I always seem to forget.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],462,Disgust,Shame
1366,"I felt ...  when I walked into my friend's apartment and saw her cat had thrown up all over the carpet, she just stood there staring at it, and then someone suggested we clean it with a toothbrush so they wouldn't have to get on their hands.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],442,Fear,Disgust
1367,I felt ...  because my grandmother had passed away.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],650,Anger,Sadness
1368,"I felt ...  burn within me when I was caught shortchanging on a sale item at the local supermarket by an overzealous cashier who seemed to take great pleasure in my mistake. It wasn't even my fault, but she had to go and make it seem like I was trying to cheat them. Never went back there again after that.",Shame,['Shame' 'Shame' 'Shame' 'Anger' 'Shame'],18,Shame,Anger
1369,"I felt ...  burning inside me when I discovered my neighbor had been ignoring Chelko's constant barking for weeks, leaving him to suffer in his own filth while he went on vacation without even bothering to ask if someone would check on him.",Disgust,['Disgust' 'Anger' 'Disgust' 'Disgust' 'Disgust'],727,Sadness,Anger
1370,I felt ...  because my friend stood me up on our planned movie night.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],749,Guilt,Anger
